id,board_from,alight_to,arr_time
3089,3,7,09:33:25.266671
3090,3,7,09:34:43.188749
3091,3,7,09:36:01.110827
3092,3,10,09:37:19.032905
3093,3,5,09:38:36.954983
3094,3,6,09:39:54.877061
3095,3,10,09:41:12.799139
3096,3,10,09:42:30.721217
3097,3,9,09:43:48.643295
3098,3,5,09:45:06.565373
3099,3,10,09:46:24.487451
3100,3,5,09:47:42.409529
3101,3,9,09:49:00.331607
3102,3,5,09:50:18.253685
3103,3,9,09:51:36.175763
3104,3,5,09:52:54.097841
3105,3,9,09:54:12.019919
3106,3,6,09:55:29.941997
3107,3,6,09:56:47.864075
3108,3,9,09:58:05.786153
3109,3,8,09:59:23.708231
3110,3,6,10:00:41.630309
3111,3,8,10:02:01.630309
3112,3,7,10:03:12.218544
3113,3,6,10:04:24.507701
3114,3,9,10:05:36.796858
3115,3,9,10:06:55.744226
3116,3,9,10:08:11.693593
3117,3,6,10:09:24.864325
3118,3,7,10:10:36.292896
3119,3,9,10:11:48.582053
3120,3,5,10:13:03.582053
3121,3,10,10:14:14.170288
3122,3,4,10:15:31.093365
3123,3,7,10:16:45.167439
3124,3,9,10:17:58.338171
3125,3,5,10:19:12.412245
3126,3,6,10:20:23.840816
3127,3,7,10:21:41.762894
3128,3,6,10:22:58.685971
3129,3,10,10:24:12.760045
3130,3,8,10:25:28.709412
3131,3,4,10:26:46.631490
3132,3,7,10:28:04.553568
3133,3,5,10:29:20.502935
3134,3,4,10:30:32.792092
3135,3,7,10:31:45.081249
3136,3,6,10:33:03.003327
3137,3,5,10:34:14.431898
3138,3,6,10:35:28.505972
3139,3,7,10:36:45.429049
3140,3,5,10:37:57.718206
3141,3,9,10:39:09.146777
3142,3,5,10:40:19.735012
3143,3,8,10:41:38.682380
3144,3,10,10:42:50.971537
3145,3,9,10:44:01.559772
3146,3,6,10:45:17.509139
3147,3,8,10:46:31.583213
3148,3,8,10:47:47.532580
3149,3,8,10:49:03.481947
3150,3,9,10:50:16.652679
3151,3,4,10:51:27.240914
3152,3,10,10:52:46.188282
3153,3,6,10:53:56.776517
3154,3,9,10:55:16.776517
3155,3,6,10:56:35.723885
3156,3,9,10:57:48.894617
3157,3,7,10:59:06.816695
3158,3,9,11:00:17.404930
3159,3,5,11:01:37.404930
3160,3,6,11:02:49.694087
3161,3,4,11:04:07.616165
3162,3,5,11:05:21.690239
3163,3,9,11:06:33.118810
3164,3,6,11:07:47.192884
3165,3,10,11:08:57.781119
3166,3,6,11:10:15.703197
3167,3,4,11:11:33.625275
3168,3,7,11:12:46.796007
3169,3,6,11:14:02.745374
3170,3,4,11:15:22.745374
3171,3,9,11:16:37.745374
3172,3,4,11:17:57.745374
3173,3,5,11:19:17.745374
3174,3,4,11:20:30.034531
3175,3,5,11:21:46.957608
3176,3,6,11:23:05.904976
3177,3,4,11:24:23.827054
3178,3,9,11:25:36.116211
3179,3,4,11:26:53.039288
3180,3,4,11:28:08.039288
3181,3,10,11:29:20.328445
3182,3,5,11:30:36.277812
3183,3,8,11:31:53.200889
3184,3,6,11:33:06.371621
3185,3,4,11:34:19.542353
3186,3,8,11:35:31.831510
3187,3,8,11:36:48.754587
3188,3,7,11:38:04.703954
3189,3,8,11:39:18.778028
3190,3,8,11:40:31.948760
3191,3,7,11:41:44.237917
3192,3,10,11:43:01.160994
3193,3,7,11:44:20.108362
3194,3,8,11:45:30.696597
3195,3,8,11:46:41.284832
3196,3,6,11:47:51.873067
3197,3,6,11:49:10.820435
3198,3,4,11:50:23.109592
3199,3,7,11:51:35.398749
3200,3,8,11:52:52.321826
3201,3,10,11:54:07.321826
3202,3,5,11:55:24.244903
3203,3,6,11:56:34.833138
3204,3,10,11:57:51.756215
3205,3,4,11:59:05.830289
3206,3,6,12:00:23.752367
3207,3,8,12:01:43.752367
3208,3,10,12:02:54.340602
3209,3,10,12:04:07.511334
3210,3,6,12:05:24.434411
3211,3,5,12:06:44.434411
3212,3,9,12:07:56.723568
3213,3,10,12:09:10.797642
3214,3,7,12:10:29.745010
3215,3,8,12:11:43.819084
3216,3,10,12:12:57.893158
3217,3,9,12:14:10.182315
3218,3,8,12:15:22.471472
3219,3,7,12:16:37.471472
3220,3,10,12:17:50.642204
3221,3,4,12:19:03.812936
3222,3,7,12:20:17.887010
3223,3,8,12:21:33.836377
3224,3,6,12:22:53.836377
3225,3,8,12:24:08.836377
3226,3,9,12:25:21.125534
3227,3,5,12:26:35.199608
3228,3,8,12:27:53.121686
3229,3,6,12:29:12.069054
3230,3,6,12:30:27.069054
3231,3,4,12:31:43.992131
3232,3,7,12:32:59.941498
3233,3,6,12:34:11.370069
3234,3,4,12:35:22.798640
3235,3,8,12:36:35.969372
3236,3,5,12:37:51.918739
3237,3,6,12:39:07.868106
3238,3,7,12:40:22.868106
3239,3,10,12:41:36.038838
3240,3,10,12:42:48.327995
3241,3,8,12:43:58.916230
3242,3,5,12:45:18.916230
3243,3,5,12:46:31.205387
3244,3,4,12:47:48.128464
3245,3,4,12:49:01.299196
3246,3,10,12:50:15.373270
3247,3,9,12:51:33.295348
3248,3,10,12:52:50.218425
3249,3,9,12:54:05.218425
3250,3,8,12:55:21.167792
3251,3,9,12:56:39.089870
3252,3,10,12:57:51.379027
3253,3,10,12:59:10.326395
3254,3,7,13:00:21.754966
3255,3,5,13:01:35.829040
3256,3,6,13:02:47.257611
3257,3,7,13:04:00.428343
3258,3,4,13:05:11.016578
3259,3,5,13:06:26.016578
3260,3,8,13:07:39.187310
3261,3,10,13:08:58.134678
3262,3,6,13:10:09.563249
3263,3,8,13:11:20.151484
3264,3,7,13:12:38.073562
3265,3,9,13:13:50.362719
3266,3,6,13:15:09.310087
3267,3,7,13:16:20.738658
3268,3,5,13:17:33.909390
3269,3,7,13:18:48.909390
3270,3,7,13:20:00.337961
3271,3,5,13:21:12.627118
3272,3,5,13:22:27.627118
3273,3,8,13:23:41.701192
3274,3,8,13:24:57.650559
3275,3,8,13:26:12.650559
3276,3,5,13:27:24.939716
3277,3,7,13:28:37.228873
3278,3,10,13:29:48.657444
3279,3,9,13:31:00.946601
3280,3,4,13:32:17.869678
3281,3,6,13:33:29.298249
3282,3,4,13:34:42.468981
3283,3,8,13:36:01.416349
3284,3,10,13:37:16.416349
3285,3,4,13:38:32.365716
3286,3,7,13:39:43.794287
3287,3,6,13:40:56.965019
3288,3,4,13:42:13.888096
3289,3,10,13:43:31.810174
3290,3,5,13:44:50.757542
3291,3,10,13:46:06.706909
3292,3,10,13:47:18.996066
3293,3,10,13:48:38.996066
3294,3,5,13:49:56.918144
3295,3,10,13:51:10.992218
3296,3,7,13:52:26.941585
3297,3,6,13:53:41.015659
3298,3,6,13:54:52.444230
3299,3,7,13:56:08.393597
3300,3,4,13:57:25.316674
3301,3,6,13:58:39.390748
3302,3,6,13:59:52.561480
3303,3,9,14:01:12.561480
3304,3,7,14:02:31.508848
3305,3,5,14:03:44.679580
3306,3,5,14:05:00.628947
3307,3,5,14:06:19.576315
3308,3,4,14:07:32.747047
3309,3,10,14:08:46.821121
3310,3,6,14:10:06.821121
3311,3,10,14:11:23.744198
3312,3,7,14:12:38.744198
3313,3,4,14:13:53.744198
3314,3,7,14:15:05.172769
3315,3,9,14:16:20.172769
3316,3,9,14:17:34.246843
3317,3,9,14:18:53.194211
3318,3,4,14:20:11.116289
3319,3,5,14:21:22.544860
3320,3,6,14:22:37.544860
3321,3,9,14:23:48.133095
3322,3,10,14:25:00.422252
3323,3,4,14:26:11.850823
3324,3,4,14:27:23.279394
3325,3,6,14:28:37.353468
3326,3,4,14:29:49.642625
3327,3,7,14:31:05.591992
3328,3,7,14:32:23.514070
3329,3,9,14:33:40.437147
3330,3,4,14:34:56.386514
3331,3,4,14:36:16.386514
3332,3,7,14:37:35.333882
3333,3,6,14:38:52.256959
3334,3,8,14:40:07.256959
3335,3,7,14:41:22.256959
3336,3,10,14:42:35.427691
3337,3,7,14:43:46.015926
3338,3,6,14:45:03.938004
3339,3,10,14:46:18.938004
3340,3,9,14:47:35.861081
3341,3,7,14:48:50.861081
3342,3,5,14:50:06.810448
3343,3,8,14:51:17.398683
3344,3,4,14:52:30.569415
3345,3,4,14:53:48.491493
3346,3,4,14:55:07.438861
3347,3,4,14:56:20.609593
3348,3,5,14:57:32.038164
3349,3,9,14:58:46.112238
3350,3,8,15:00:01.112238
3351,3,7,15:01:19.034316
3352,3,9,15:02:30.462887
3353,3,7,15:03:45.462887
3354,3,8,15:05:03.384965
3355,3,5,15:06:19.334332
3356,3,8,15:07:29.922567
3357,3,9,15:08:43.093299
3358,3,8,15:09:58.093299
3359,3,6,15:11:13.093299
3360,3,10,15:12:27.167373
3361,3,8,15:13:37.755608
3362,3,4,15:14:49.184179
3363,3,5,15:16:00.612750
3364,3,10,15:17:18.534828
3365,3,6,15:18:36.456906
3366,3,5,15:19:47.885477
3367,3,4,15:21:04.808554
3368,3,5,15:22:17.979286
3369,3,5,15:23:33.928653
3370,3,9,15:24:49.878020
3371,3,4,15:26:01.306591
3372,3,9,15:27:14.477323
3373,3,7,15:28:29.477323
3374,3,4,15:29:49.477323
3375,3,7,15:31:08.424691
3376,3,5,15:32:25.347768
3377,3,5,15:33:36.776339
3378,3,5,15:34:54.698417
3379,3,10,15:36:11.621494
3380,3,4,15:37:25.695568
3381,3,10,15:38:41.644935
3382,3,8,15:39:55.719009
3383,3,10,15:41:07.147580
3384,3,6,15:42:24.070657
3385,3,4,15:43:40.020024
3386,3,4,15:44:54.094098
3387,3,10,15:46:14.094098
3388,3,6,15:47:32.016176
3389,3,8,15:48:47.016176
3390,3,9,15:50:03.939253
3391,3,10,15:51:16.228410
3392,3,5,15:52:35.175778
3393,3,9,15:53:48.346510
3394,3,6,15:55:04.295877
3395,3,6,15:56:17.466609
3396,3,9,15:57:35.388687
3397,3,9,15:58:53.310765
3398,3,9,16:00:12.258133
3399,3,4,16:01:25.428865
3400,3,5,16:02:36.857436
3401,3,7,16:03:55.804804
3402,3,10,16:05:11.754171
3403,3,6,16:06:29.676249
3404,3,5,16:07:48.623617
3405,3,8,16:09:02.697691
3406,3,10,16:10:21.645059
3407,3,4,16:11:38.568136
3408,3,9,16:12:51.738868
3409,3,5,16:14:10.686236
3410,3,9,16:15:23.856968
3411,3,8,16:16:37.027700
3412,3,10,16:17:52.977067
3413,3,6,16:19:10.899145
3414,3,10,16:20:24.973219
3415,3,4,16:21:39.973219
3416,3,10,16:22:50.561454
3417,3,7,16:24:01.149689
3418,3,10,16:25:16.149689
3419,3,6,16:26:26.737924
3420,3,5,16:27:42.687291
3421,3,5,16:28:58.636658
3422,3,6,16:30:10.065229
3423,3,6,16:31:21.493800
3424,3,4,16:32:40.441168
3425,3,8,16:33:59.388536
3426,3,5,16:35:15.337903
3427,3,5,16:36:27.627060
3428,3,9,16:37:39.055631
3429,3,7,16:38:51.344788
3430,3,5,16:40:05.418862
3431,3,7,16:41:16.847433
3432,3,8,16:42:35.794801
3433,3,5,16:43:51.744168
3434,3,7,16:45:03.172739
3435,3,4,16:46:19.122106
3436,3,10,16:47:36.045183
3437,3,5,16:48:51.994550
3438,3,5,16:50:06.068624
3439,3,7,16:51:25.015992
3440,3,9,16:52:35.604227
3441,3,8,16:53:47.893384
3442,3,7,16:55:02.893384
3443,3,6,16:56:21.840752
3444,3,8,16:57:34.129909
3445,3,5,16:58:47.300641
3446,3,5,16:59:58.729212
3447,3,9,17:01:11.899944
3448,3,9,17:02:27.849311
3449,3,7,17:03:41.923385
3450,3,9,17:05:01.923385
3451,3,8,17:06:20.870753
3452,3,7,17:07:35.870753
3453,3,6,17:08:47.299324
3454,3,4,17:10:05.221402
3455,3,8,17:11:16.649973
3456,3,9,17:12:28.078544
3457,3,7,17:13:46.000622
3458,3,6,17:15:01.949989
3459,3,10,17:16:16.024063
3460,3,4,17:17:34.971431
3461,3,8,17:18:46.400002
3462,3,8,17:19:59.570734
3463,3,4,17:21:18.518102
3464,3,7,17:22:31.688834
3465,3,4,17:23:44.859566
3466,3,9,17:24:57.148723
3467,3,7,17:26:11.222797
3468,3,5,17:27:27.172164
3469,3,8,17:28:40.342896
3470,3,5,17:29:54.416970
3471,3,4,17:31:12.339048
3472,3,4,17:32:29.262125
3473,3,5,17:33:47.184203
3474,3,9,17:35:04.107280
3475,3,10,17:36:16.396437
3476,3,9,17:37:36.396437
3477,3,4,17:38:50.470511
3478,3,6,17:40:01.899082
3479,3,10,17:41:15.069814
3480,3,4,17:42:30.069814
3481,3,4,17:43:44.143888
3482,3,6,17:44:59.143888
3483,3,7,17:46:11.433045
3484,3,9,17:47:24.603777
3485,3,10,17:48:37.774509
3486,3,10,17:49:53.723876
3487,3,4,17:51:05.152447
3488,3,9,17:52:24.099815
3489,3,9,17:53:38.173889
3490,3,7,17:54:51.344621
3491,3,6,17:56:04.515353
3492,3,4,17:57:15.103588
3493,3,5,17:58:33.025666
3494,3,9,17:59:45.314823
3495,3,6,18:01:00.314823
3496,3,4,18:02:10.903058
3497,3,8,18:03:28.825136
3498,3,6,18:04:39.413371
3499,3,5,18:05:50.001606
3500,3,7,18:07:05.950973
3501,3,6,18:08:24.898341
3502,3,6,18:09:38.972415
3503,3,9,18:10:49.560650
3504,3,10,18:12:01.849807
3505,3,5,18:13:12.438042
3506,3,10,18:14:24.727199
3507,3,10,18:15:40.676566
3508,3,6,18:16:54.750640
3509,3,5,18:18:14.750640
3510,3,10,18:19:29.750640
3511,3,10,18:20:44.750640
3512,3,10,18:22:00.700007
3513,3,5,18:23:14.774081
3514,3,7,18:24:27.944813
3515,3,10,18:25:39.373384
3516,3,9,18:26:55.322751
3517,3,6,18:28:11.272118
3518,3,6,18:29:25.346192
3519,3,7,18:30:41.295559
3520,3,9,18:31:54.466291
3521,3,7,18:33:10.415658
3522,3,9,18:34:25.415658
3523,3,8,18:35:37.704815
3524,3,4,18:36:56.652183
3525,3,7,18:38:14.574261
3526,3,6,18:39:26.002832
3527,3,7,18:40:39.173564
3528,3,6,18:41:54.173564
3529,3,10,18:43:04.761799
3530,3,10,18:44:23.709167
3531,3,8,18:45:39.658534
3532,3,7,18:46:57.580612
3533,3,7,18:48:12.580612
3534,3,10,18:49:23.168847
3535,3,7,18:50:36.339579
3536,3,9,18:51:50.413653
3537,3,6,18:53:01.001888
3538,3,9,18:54:17.924965
3539,3,4,18:55:36.872333
3540,3,8,18:56:54.794411
3541,3,9,18:58:14.794411
3542,3,4,18:59:26.222982
3543,3,9,19:00:40.297056
3544,3,9,19:01:53.467788
3545,3,9,19:03:10.390865
3546,3,4,19:04:20.979100
3547,3,6,19:05:35.979100
3548,3,9,19:06:52.902177
3549,3,5,19:08:08.851544
3550,3,6,19:09:19.439779
3551,3,4,19:10:31.728936
3552,3,4,19:11:44.018093
3553,3,7,19:12:58.092167
3554,3,10,19:14:17.039535
3555,3,5,19:15:32.039535
3556,3,9,19:16:43.468106
3557,3,9,19:17:57.542180
3558,3,4,19:19:09.831337
3559,3,6,19:20:21.259908
3560,3,9,19:21:39.181986
3561,3,10,19:22:50.610557
3562,3,4,19:24:04.684631
3563,3,10,19:25:17.855363
3564,3,9,19:26:32.855363
3565,3,10,19:27:46.026095
3566,3,4,19:28:57.454666
3567,3,8,19:30:16.402034
3568,3,7,19:31:29.572766
3569,3,6,19:32:41.001337
3570,3,9,19:33:56.001337
3571,3,8,19:35:09.172069
3572,3,9,19:36:27.094147
3573,3,7,19:37:38.522718
3574,3,10,19:38:51.693450
3575,3,4,19:40:06.693450
3576,3,9,19:41:19.864182
3577,3,5,19:42:34.864182
3578,3,9,19:43:48.938256
3579,3,10,19:45:00.366827
3580,3,4,19:46:12.655984
3581,3,7,19:47:26.730058
3582,3,9,19:48:39.019215
3583,3,8,19:49:50.447786
3584,3,10,19:51:06.397153
3585,3,4,19:52:19.567885
3586,3,10,19:53:36.490962
3587,3,5,19:54:53.414039
3588,3,10,19:56:06.584771
3589,3,6,19:57:21.584771
3590,3,4,19:58:36.584771
3591,3,10,19:59:48.013342
3592,3,4,20:01:01.184074
3593,3,9,20:02:15.258148
3594,3,4,20:03:31.207515
3595,3,5,20:04:49.129593
3596,3,10,20:06:07.051671
3597,3,5,20:07:22.051671
3598,3,9,20:08:35.222403
3599,3,5,20:09:45.810638
3600,3,8,20:11:04.758006
3601,3,5,20:12:16.186577
3602,3,8,20:13:33.109654
3603,3,10,20:14:48.109654
3604,3,5,20:16:02.183728
3605,3,7,20:17:20.105806
3606,3,9,20:18:34.179880
3607,3,5,20:19:52.101958
3608,3,4,20:21:08.051325
3609,3,9,20:22:22.125399
3610,3,6,20:23:39.048476
3611,3,6,20:24:57.995844
3612,3,4,20:26:13.945211
3613,3,10,20:27:31.867289
3614,3,8,20:28:45.941363
3615,3,10,20:29:58.230520
3616,3,6,20:31:08.818755
3617,3,5,20:32:26.740833
3618,3,8,20:33:39.029990
3619,3,7,20:34:52.200722
3620,3,7,20:36:08.150089
3621,3,9,20:37:22.224163
3622,3,7,20:38:33.652734
3623,3,5,20:39:46.823466
3624,3,8,20:40:57.411701
3625,3,7,20:42:14.334778
3626,3,7,20:43:32.256856
3627,3,5,20:44:43.685427
3628,3,5,20:45:59.634794
3629,3,4,20:47:19.634794
3630,3,8,20:48:39.634794
3631,3,7,20:49:51.063365
3632,3,8,20:51:07.986442
3633,3,5,20:52:22.986442
3634,3,10,20:53:41.933810
3635,3,9,20:54:56.007884
3636,3,5,20:56:10.081958
3637,3,9,20:57:23.252690
3638,3,6,20:58:34.681261
3639,3,5,20:59:46.109832
3640,3,7,21:01:02.059199
3641,3,8,21:02:22.059199
3642,3,10,21:03:39.981277
3643,3,6,21:04:58.928645
3644,3,10,21:06:09.516880
3645,3,4,21:07:20.945451
3646,3,7,21:08:34.116183
3647,3,5,21:09:53.063551
3648,3,5,21:11:06.234283
3649,3,4,21:12:23.157360
3650,3,4,21:13:37.231434
3651,3,8,21:14:57.231434
3652,3,5,21:16:09.520591
3653,3,10,21:17:24.520591
3654,3,10,21:18:36.809748
3655,3,7,21:19:52.759115
3656,3,5,21:21:11.706483
3657,3,8,21:22:22.294718
3658,3,6,21:23:40.216796
3659,3,6,21:24:55.216796
3660,3,9,21:26:13.138874
3661,3,4,21:27:33.138874
3662,3,8,21:28:53.138874
3663,3,10,21:30:11.060952
3664,3,6,21:31:23.350109
3665,3,6,21:32:34.778680
3666,3,7,21:33:46.207251
3667,3,10,21:34:57.635822
3668,3,4,21:36:09.924979
3669,3,7,21:37:23.999053
3670,3,7,21:38:42.946421
3671,3,9,21:39:53.534656
3672,3,10,21:41:10.457733
3673,3,10,21:42:26.407100
3674,3,10,21:43:44.329178
3675,3,7,21:45:04.329178
3676,3,9,21:46:15.757749
3677,3,7,21:47:32.680826
3678,3,7,21:48:48.630193
3679,3,6,21:50:03.630193
3680,3,5,21:51:17.704267
3681,3,9,21:52:28.292502
3682,3,5,21:53:41.463234
3683,3,8,21:54:53.752391
3684,3,4,21:56:06.923123
3685,3,5,21:57:20.093855
3686,3,5,21:58:31.522426
3687,3,8,21:59:51.522426
3688,3,7,22:01:02.110661
3689,4,10,07:00:48.387097
3690,4,8,07:01:37.567425
3691,4,7,07:02:27.987593
3692,4,8,07:03:17.574370
3693,4,9,07:04:09.298508
3694,4,9,07:05:00.145966
3695,4,8,07:05:48.926454
3696,4,5,07:06:39.773912
3697,4,9,07:07:28.554400
3698,4,9,07:08:16.941497
3699,4,9,07:09:06.528274
3700,4,5,07:09:54.915371
3701,4,7,07:10:45.335539
3702,4,10,07:11:36.617590
3703,4,7,07:12:28.341728
3704,4,7,07:13:18.341728
3705,4,6,07:14:08.761896
3706,4,7,07:15:00.043947
3707,4,7,07:15:49.630724
3708,4,10,07:16:37.630724
3709,4,8,07:17:27.630724
3710,4,8,07:18:19.354862
3711,4,7,07:19:10.202320
3712,4,5,07:20:01.049778
3713,4,5,07:20:49.049778
3714,4,5,07:21:40.331829
3715,4,10,07:22:29.918606
3716,4,5,07:23:21.200657
3717,4,5,07:24:11.620825
3718,4,5,07:25:01.207602
3719,4,7,07:25:52.055060
3720,4,8,07:26:42.902518
3721,4,8,07:27:34.184569
3722,4,5,07:28:22.184569
3723,4,6,07:29:13.908707
3724,4,8,07:30:03.495484
3725,4,9,07:30:54.777535
3726,4,8,07:31:46.501673
3727,4,7,07:32:36.088450
3728,4,6,07:33:25.675227
3729,4,10,07:34:17.849140
3730,4,7,07:35:08.696598
3731,4,9,07:35:59.116766
3732,4,9,07:36:50.840904
3733,4,5,07:37:39.621392
3734,4,9,07:38:29.621392
3735,4,8,07:39:18.801720
3736,4,8,07:40:10.975633
3737,4,8,07:41:00.562410
3738,4,9,07:41:50.562410
3739,4,8,07:42:42.286548
3740,4,5,07:43:31.067036
3741,4,7,07:44:22.349087
3742,4,5,07:45:10.736184
3743,4,10,07:46:01.156352
3744,4,7,07:46:52.438403
3745,4,10,07:47:43.720454
3746,4,9,07:48:35.002505
3747,4,10,07:49:25.849963
3748,4,5,07:50:15.849963
3749,4,10,07:51:04.237060
3750,4,5,07:51:52.624157
3751,4,5,07:52:42.210934
3752,4,9,07:53:33.935072
3753,4,10,07:54:24.782530
3754,4,10,07:55:13.962858
3755,4,8,07:56:02.743346
3756,4,7,07:56:50.743346
3757,4,6,07:57:39.523834
3758,4,5,07:58:27.523834
3759,4,10,07:59:16.704162
3760,4,5,08:00:08.428300
3761,4,7,08:01:00.152438
3762,4,10,08:01:51.434489
3763,4,7,08:02:41.854657
3764,4,9,08:03:33.136708
3765,4,7,08:04:23.136708
3766,4,6,08:05:12.317036
3767,4,5,08:06:02.737204
3768,4,5,08:06:51.124301
3769,4,7,08:07:42.406352
3770,4,7,08:08:34.130490
3771,4,8,08:09:22.517587
3772,4,10,08:10:12.104364
3773,4,8,08:11:03.386415
3774,4,8,08:11:52.566743
3775,4,8,08:12:43.414201
3776,4,8,08:13:35.138339
3777,4,5,08:14:24.318667
3778,4,10,08:15:13.905444
3779,4,6,08:16:04.325612
3780,4,6,08:16:54.325612
3781,4,5,08:17:43.912389
3782,4,8,08:18:34.759847
3783,4,7,08:19:23.540335
3784,4,7,08:20:11.540335
3785,4,9,08:21:01.540335
3786,4,10,08:21:51.960503
3787,4,7,08:22:41.547280
3788,4,8,08:23:31.547280
3789,4,10,08:24:20.727608
3790,4,9,08:25:11.147776
3791,4,8,08:26:00.734553
3792,4,9,08:26:49.914881
3793,4,7,08:27:38.301978
3794,4,6,08:28:26.689075
3795,4,5,08:29:15.076172
3796,4,7,08:30:03.076172
3797,4,5,08:30:51.076172
3798,4,6,08:31:39.076172
3799,4,8,08:32:27.076172
3800,4,10,08:33:15.076172
3801,4,6,08:34:03.076172
3802,4,7,08:34:51.076172
3803,4,6,08:35:39.076172
3804,4,6,08:36:27.076172
3805,4,6,08:37:15.076172
3806,4,6,08:38:03.076172
3807,4,5,08:38:51.076172
3808,4,7,08:39:39.076172
3809,4,8,08:40:27.076172
3810,4,8,08:41:15.076172
3811,4,5,08:42:03.076172
3812,4,5,08:42:51.076172
3813,4,6,08:43:39.076172
3814,4,7,08:44:27.076172
3815,4,9,08:45:15.076172
3816,4,5,08:46:03.076172
3817,4,6,08:46:51.076172
3818,4,10,08:47:39.076172
3819,4,7,08:48:27.076172
3820,4,7,08:49:15.076172
3821,4,5,08:50:03.076172
3822,4,5,08:50:51.076172
3823,4,5,08:51:39.076172
3824,4,10,08:52:27.076172
3825,4,10,08:53:15.076172
3826,4,8,08:54:03.076172
3827,4,7,08:54:51.076172
3828,4,9,08:55:39.076172
3829,4,5,08:56:27.076172
3830,4,10,08:57:15.076172
3831,4,5,08:58:03.076172
3832,4,9,08:58:51.076172
3833,4,8,08:59:39.076172
3834,4,8,09:00:27.076172
3835,4,6,09:01:15.076172
3836,4,7,09:02:03.076172
3837,4,6,09:02:51.076172
3838,4,7,09:03:39.076172
3839,4,8,09:04:27.076172
3840,4,9,09:05:15.076172
3841,4,9,09:06:03.076172
3842,4,9,09:06:51.076172
3843,4,9,09:07:39.076172
3844,4,5,09:08:27.076172
3845,4,8,09:09:15.076172
3846,4,5,09:10:03.076172
3847,4,9,09:10:51.076172
3848,4,8,09:11:39.076172
3849,4,7,09:12:27.076172
3850,4,5,09:13:15.076172
3851,4,5,09:14:03.076172
3852,4,10,09:14:51.076172
3853,4,5,09:15:39.076172
3854,4,9,09:16:27.076172
3855,4,5,09:17:15.076172
3856,4,8,09:18:03.076172
3857,4,8,09:18:51.076172
3858,4,7,09:19:39.076172
3859,4,5,09:20:27.076172
3860,4,10,09:21:15.076172
3861,4,6,09:22:03.076172
3862,4,7,09:22:51.076172
3863,4,8,09:23:39.076172
3864,4,6,09:24:27.076172
3865,4,5,09:25:15.076172
3866,4,10,09:26:03.076172
3867,4,8,09:26:51.076172
3868,4,5,09:27:39.076172
3869,4,6,09:28:27.076172
3870,4,5,09:29:15.076172
3871,4,10,09:30:03.076172
3872,4,7,09:30:51.076172
3873,4,5,09:31:39.076172
3874,4,8,09:32:27.076172
3875,4,9,09:33:15.076172
3876,4,6,09:34:03.076172
3877,4,7,09:34:51.076172
3878,4,9,09:35:39.076172
3879,4,9,09:36:27.076172
3880,4,5,09:37:15.076172
3881,4,7,09:38:03.076172
3882,4,8,09:38:51.076172
3883,4,7,09:39:39.076172
3884,4,10,09:40:27.076172
3885,4,10,09:41:15.076172
3886,4,10,09:42:03.076172
3887,4,6,09:42:51.076172
3888,4,9,09:43:39.076172
3889,4,6,09:44:27.076172
3890,4,10,09:45:15.076172
3891,4,9,09:46:03.076172
3892,4,7,09:46:51.076172
3893,4,5,09:47:39.076172
3894,4,10,09:48:27.076172
3895,4,8,09:49:15.076172
3896,4,5,09:50:03.076172
3897,4,6,09:50:51.076172
3898,4,7,09:51:39.076172
3899,4,6,09:52:27.076172
3900,4,6,09:53:15.076172
3901,4,6,09:54:03.076172
3902,4,9,09:54:51.076172
3903,4,8,09:55:39.076172
3904,4,5,09:56:27.076172
3905,4,6,09:57:15.076172
3906,4,10,09:58:03.076172
3907,4,9,09:58:51.076172
3908,4,8,09:59:39.076172
3909,4,7,10:00:27.076172
3910,4,7,10:01:17.923630
3911,4,7,10:02:08.343798
3912,4,6,10:02:58.763966
3913,4,8,10:03:49.611424
3914,4,9,10:04:40.458882
3915,4,7,10:05:31.306340
3916,4,8,10:06:21.726508
3917,4,9,10:07:10.113605
3918,4,10,10:08:00.961063
3919,4,8,10:08:49.741551
3920,4,8,10:09:38.921879
3921,4,9,10:10:28.921879
3922,4,7,10:11:20.646017
3923,4,10,10:12:09.826345
3924,4,8,10:13:02.000258
3925,4,10,10:13:50.387355
3926,4,5,10:14:38.774452
3927,4,8,10:15:29.621910
3928,4,8,10:16:19.208687
3929,4,6,10:17:10.490738
3930,4,7,10:18:00.077515
3931,4,6,10:18:48.464612
3932,4,10,10:19:39.746663
3933,4,6,10:20:31.028714
3934,4,9,10:21:21.448882
3935,4,5,10:22:10.629210
3936,4,8,10:22:59.409698
3937,4,8,10:23:51.133836
3938,4,10,10:24:39.520933
3939,4,8,10:25:27.520933
3940,4,10,10:26:18.368391
3941,4,10,10:27:07.148879
3942,4,10,10:27:57.148879
3943,4,9,10:28:47.148879
3944,4,8,10:29:38.873017
3945,4,6,10:30:27.653505
3946,4,9,10:31:17.240282
3947,4,5,10:32:08.522333
3948,4,5,10:32:58.109110
3949,4,9,10:33:48.529278
3950,4,10,10:34:40.703191
3951,4,6,10:35:31.550649
3952,4,5,10:36:20.331137
3953,4,7,10:37:09.511465
3954,4,5,10:37:57.898562
3955,4,5,10:38:46.679050
3956,4,5,10:39:37.099218
3957,4,6,10:40:27.099218
3958,4,8,10:41:18.381269
3959,4,9,10:42:10.105407
3960,4,9,10:43:01.829545
3961,4,10,10:43:51.009873
3962,4,6,10:44:42.734011
